,minimum,maximum,percentiles,delays,mean
0,323400,324526,"{0.1: 323400.0, 0.2: 323455.0, 0.3: 323465.0, 0.4: 323466.0, 0.5: 323529.0, 0.6: 324169.0, 0.7: 324241.0, 0.8: 324312.0, 0.9: 324512.0}",0,323833.6666666667
3600,322787,323490,"{0.1: 322796.0, 0.2: 322952.0, 0.3: 322988.0, 0.4: 323060.0, 0.5: 323196.0, 0.6: 323426.0, 0.7: 323459.0, 0.8: 323466.0, 0.9: 323484.0}",2083,323191.6666666667
7200,322517,323581,"{0.1: 322658.0, 0.2: 322966.0, 0.3: 322971.0, 0.4: 323065.0, 0.5: 323295.5, 0.6: 323351.0, 0.7: 323378.0, 0.8: 323436.0, 0.9: 323508.0}",4098,323168.5
10800,322559,323554,"{0.1: 322572.0, 0.2: 322594.0, 0.3: 322659.0, 0.4: 322680.0, 0.5: 322762.5, 0.6: 322908.0, 0.7: 323160.0, 0.8: 323416.0, 0.9: 323484.0}",2272,322925.9166666667
14400,321844,322379,"{0.1: 321895.0, 0.2: 321906.0, 0.3: 321959.0, 0.4: 321991.0, 0.5: 322096.0, 0.6: 322157.0, 0.7: 322177.0, 0.8: 322191.0, 0.9: 322272.0}",3101,322080.25
18000,322003,322867,"{0.1: 322086.0, 0.2: 322168.0, 0.3: 322184.0, 0.4: 322211.0, 0.5: 322308.5, 0.6: 322321.0, 0.7: 322401.0, 0.8: 322577.0, 0.9: 322847.0}",5844,322356.8333333333
21600,322846,325183,"{0.1: 323088.0, 0.2: 323101.0, 0.3: 323251.0, 0.4: 323308.0, 0.5: 323926.0, 0.6: 324349.0, 0.7: 324363.0, 0.8: 324615.0, 0.9: 324950.0}",6278,323908.8333333333
25200,324104,325056,"{0.1: 324161.0, 0.2: 324202.0, 0.3: 324217.0, 0.4: 324280.0, 0.5: 324625.0, 0.6: 324703.0, 0.7: 324843.0, 0.8: 324897.0, 0.9: 324956.0}",3471,324555.75
28800,321904,324164,"{0.1: 321930.0, 0.2: 322157.0, 0.3: 322451.0, 0.4: 322599.0, 0.5: 322741.0, 0.6: 323511.0, 0.7: 324002.0, 0.8: 324028.0, 0.9: 324136.0}",3194,323030.3333333333
32400,321380,323002,"{0.1: 321418.0, 0.2: 321420.0, 0.3: 321477.0, 0.4: 321493.0, 0.5: 321652.0, 0.6: 321868.0, 0.7: 322231.0, 0.8: 322267.0, 0.9: 322585.0}",5487,321870.4166666667
36000,322786,323348,"{0.1: 322825.0, 0.2: 322854.0, 0.3: 322886.0, 0.4: 322958.0, 0.5: 323110.5, 0.6: 323237.0, 0.7: 323248.0, 0.8: 323273.0, 0.9: 323296.0}",5300,323077.6666666667
39600,323241,323725,"{0.1: 323248.0, 0.2: 323343.0, 0.3: 323350.0, 0.4: 323364.0, 0.5: 323447.0, 0.6: 323513.0, 0.7: 323537.0, 0.8: 323659.0, 0.9: 323695.0}",3562,323464.0833333333
43200,323644,325036,"{0.1: 323854.0, 0.2: 324068.0, 0.3: 324102.0, 0.4: 324175.0, 0.5: 324313.5, 0.6: 324332.0, 0.7: 324527.0, 0.8: 324868.0, 0.9: 324979.0}",3775,324351.0
46800,323750,324368,"{0.1: 323813.0, 0.2: 323851.0, 0.3: 323898.0, 0.4: 323955.0, 0.5: 323959.5, 0.6: 323971.0, 0.7: 324093.0, 0.8: 324095.0, 0.9: 324156.0}",2364,323989.0833333333
50400,323732,326660,"{0.1: 323802.0, 0.2: 323802.0, 0.3: 323813.0, 0.4: 323816.0, 0.5: 323864.5, 0.6: 324151.0, 0.7: 324425.0, 0.8: 324838.0, 0.9: 325201.0}",5800,324330.75
54000,326745,327881,"{0.1: 326813.0, 0.2: 326891.0, 0.3: 326923.0, 0.4: 327014.0, 0.5: 327071.5, 0.6: 327156.0, 0.7: 327209.0, 0.8: 327547.0, 0.9: 327648.0}",3905,327164.1666666667
57600,325385,326647,"{0.1: 325406.0, 0.2: 325460.0, 0.3: 325464.0, 0.4: 325466.0, 0.5: 325506.0, 0.6: 325809.0, 0.7: 325813.0, 0.8: 325887.0, 0.9: 326200.0}",3297,325712.4166666667
61200,325442,325765,"{0.1: 325449.0, 0.2: 325450.0, 0.3: 325471.0, 0.4: 325495.0, 0.5: 325577.5, 0.6: 325618.0, 0.7: 325652.0, 0.8: 325667.0, 0.9: 325741.0}",2923,325575.4166666667
64800,325013,327094,"{0.1: 325293.0, 0.2: 325313.0, 0.3: 325335.0, 0.4: 325343.0, 0.5: 325387.5, 0.6: 325926.0, 0.7: 326400.0, 0.8: 326989.0, 0.9: 327062.0}",5583,325878.5833333333
68400,326591,327301,"{0.1: 326647.0, 0.2: 326649.0, 0.3: 326700.0, 0.4: 326842.0, 0.5: 326862.0, 0.6: 327069.0, 0.7: 327145.0, 0.8: 327156.0, 0.9: 327255.0}",4518,326923.25
72000,327373,328143,"{0.1: 327405.0, 0.2: 327413.0, 0.3: 327426.0, 0.4: 327433.0, 0.5: 327624.5, 0.6: 327759.0, 0.7: 327852.0, 0.8: 327984.0, 0.9: 328021.0}",4561,327671.5
75600,327062,327680,"{0.1: 327145.0, 0.2: 327164.0, 0.3: 327184.0, 0.4: 327191.0, 0.5: 327215.0, 0.6: 327267.0, 0.7: 327350.0, 0.8: 327446.0, 0.9: 327607.0}",2929,327293.8333333333
79200,326426,330506,"{0.1: 326713.0, 0.2: 326764.0, 0.3: 326816.0, 0.4: 327039.0, 0.5: 327103.0, 0.6: 327477.0, 0.7: 329733.0, 0.8: 330390.0, 0.9: 330391.0}",7759,328038.4166666667
82800,323885,330121,"{0.1: 324034.0, 0.2: 324051.0, 0.3: 324128.0, 0.4: 324247.0, 0.5: 325378.0, 0.6: 327759.0, 0.7: 329599.0, 0.8: 329788.0, 0.9: 329908.0}",2425,326523.0
86400,323835,324629,"{0.1: 323846.0, 0.2: 323913.0, 0.3: 323923.0, 0.4: 324017.0, 0.5: 324145.5, 0.6: 324478.0, 0.7: 324510.0, 0.8: 324574.0, 0.9: 324585.0}",4418,324216.75
90000,323496,324331,"{0.1: 323515.0, 0.2: 323519.0, 0.3: 323663.0, 0.4: 323836.0, 0.5: 323881.0, 0.6: 323887.0, 0.7: 323939.0, 0.8: 324081.0, 0.9: 324164.0}",3147,323849.4166666667
93600,322690,323715,"{0.1: 322877.0, 0.2: 322913.0, 0.3: 322958.0, 0.4: 323127.0, 0.5: 323233.0, 0.6: 323319.0, 0.7: 323419.0, 0.8: 323464.0, 0.9: 323679.0}",4012,323218.9166666667
97200,321758,322948,"{0.1: 322084.0, 0.2: 322101.0, 0.3: 322245.0, 0.4: 322263.0, 0.5: 322334.0, 0.6: 322489.0, 0.7: 322699.0, 0.8: 322821.0, 0.9: 322948.0}",3794,322418.6666666667
100800,321457,322290,"{0.1: 321526.0, 0.2: 321602.0, 0.3: 321652.0, 0.4: 321790.0, 0.5: 321792.5, 0.6: 321803.0, 0.7: 321805.0, 0.8: 321850.0, 0.9: 322231.0}",4598,321799.25
104400,321036,322704,"{0.1: 321136.0, 0.2: 321305.0, 0.3: 321407.0, 0.4: 321506.0, 0.5: 321551.5, 0.6: 321572.0, 0.7: 321590.0, 0.8: 322015.0, 0.9: 322617.0}",5135,321665.9166666667
108000,322505,323819,"{0.1: 322525.0, 0.2: 322539.0, 0.3: 322615.0, 0.4: 322657.0, 0.5: 322929.0, 0.6: 323018.0, 0.7: 323266.0, 0.8: 323525.0, 0.9: 323724.0}",7323,323004.25
111600,322688,323510,"{0.1: 322721.0, 0.2: 322824.0, 0.3: 323005.0, 0.4: 323052.0, 0.5: 323254.0, 0.6: 323279.0, 0.7: 323303.0, 0.8: 323366.0, 0.9: 323380.0}",3603,323136.3333333333
115200,322430,323663,"{0.1: 322511.0, 0.2: 322771.0, 0.3: 322840.0, 0.4: 322948.0, 0.5: 323085.5, 0.6: 323121.0, 0.7: 323334.0, 0.8: 323534.0, 0.9: 323644.0}",4932,323080.5833333333
118800,323577,323971,"{0.1: 323657.0, 0.2: 323694.0, 0.3: 323727.0, 0.4: 323776.0, 0.5: 323800.5, 0.6: 323829.0, 0.7: 323834.0, 0.8: 323856.0, 0.9: 323862.0}",3845,323782.0
122400,323723,324155,"{0.1: 323819.0, 0.2: 323832.0, 0.3: 323868.0, 0.4: 323904.0, 0.5: 323951.5, 0.6: 323992.0, 0.7: 324052.0, 0.8: 324064.0, 0.9: 324124.0}",3367,323953.0
126000,324183,325533,"{0.1: 324228.0, 0.2: 324235.0, 0.3: 324243.0, 0.4: 324292.0, 0.5: 324442.0, 0.6: 324816.0, 0.7: 325217.0, 0.8: 325229.0, 0.9: 325482.0}",4017,324695.1666666667
129600,325700,327188,"{0.1: 325771.0, 0.2: 326266.0, 0.3: 326287.0, 0.4: 326307.0, 0.5: 326355.5, 0.6: 326860.0, 0.7: 327046.0, 0.8: 327062.0, 0.9: 327064.0}",3423,326521.8333333333
133200,326943,327212,"{0.1: 326951.0, 0.2: 326976.0, 0.3: 326992.0, 0.4: 327028.0, 0.5: 327034.5, 0.6: 327113.0, 0.7: 327121.0, 0.8: 327123.0, 0.9: 327207.0}",3361,327061.25
136800,326946,328453,"{0.1: 326956.0, 0.2: 326994.0, 0.3: 327020.0, 0.4: 327026.0, 0.5: 327074.5, 0.6: 327409.0, 0.7: 328204.0, 0.8: 328389.0, 0.9: 328418.0}",6324,327497.0
140400,328177,329133,"{0.1: 328407.0, 0.2: 328503.0, 0.3: 328508.0, 0.4: 328595.0, 0.5: 328647.0, 0.6: 328707.0, 0.7: 328714.0, 0.8: 328731.0, 0.9: 328765.0}",4792,328627.8333333333
144000,327502,327879,"{0.1: 327532.0, 0.2: 327559.0, 0.3: 327560.0, 0.4: 327562.0, 0.5: 327615.5, 0.6: 327675.0, 0.7: 327765.0, 0.8: 327849.0, 0.9: 327861.0}",3288,327664.5833333333
147600,327610,328195,"{0.1: 327657.0, 0.2: 327677.0, 0.3: 327707.0, 0.4: 327834.0, 0.5: 327867.5, 0.6: 327921.0, 0.7: 328009.0, 0.8: 328051.0, 0.9: 328073.0}",3862,327872.4166666667
151200,327845,328810,"{0.1: 327855.0, 0.2: 327871.0, 0.3: 327906.0, 0.4: 328069.0, 0.5: 328117.5, 0.6: 328674.0, 0.7: 328746.0, 0.8: 328758.0, 0.9: 328787.0}",4459,328296.3333333333
154800,327544,328330,"{0.1: 327712.0, 0.2: 327800.0, 0.3: 327825.0, 0.4: 327837.0, 0.5: 327952.0, 0.6: 327995.0, 0.7: 328012.0, 0.8: 328131.0, 0.9: 328146.0}",3481,327936.3333333333
158400,327836,328528,"{0.1: 327855.0, 0.2: 327974.0, 0.3: 327982.0, 0.4: 327995.0, 0.5: 328061.0, 0.6: 328287.0, 0.7: 328307.0, 0.8: 328380.0, 0.9: 328386.0}",5097,328137.6666666667
162000,327313,328709,"{0.1: 327361.0, 0.2: 327494.0, 0.3: 327517.0, 0.4: 327580.0, 0.5: 327591.0, 0.6: 327853.0, 0.7: 328155.0, 0.8: 328291.0, 0.9: 328500.0}",3306,327829.5833333333
165600,325931,327515,"{0.1: 326103.0, 0.2: 326203.0, 0.3: 326285.0, 0.4: 326308.0, 0.5: 326428.5, 0.6: 326611.0, 0.7: 326805.0, 0.8: 326829.0, 0.9: 327308.0}",3071,326562.9166666667
169200,324519,326098,"{0.1: 324847.0, 0.2: 325034.0, 0.3: 325143.0, 0.4: 325347.0, 0.5: 325799.0, 0.6: 325871.0, 0.7: 325880.0, 0.8: 325976.0, 0.9: 326019.0}",4094,325527.6666666667
