,minimum,maximum,percentiles,delays
50400,323750,326941,"{0.1: 323823.0, 0.2: 323839.0, 0.3: 323872.0, 0.4: 323948.0, 0.5: 324077.0, 0.6: 324433.0, 0.7: 324840.0, 0.8: 325207.0, 0.9: 326695.0}",0
54000,326712,327923,"{0.1: 326805.0, 0.2: 326853.0, 0.3: 326950.0, 0.4: 327025.0, 0.5: 327145.0, 0.6: 327173.0, 0.7: 327354.0, 0.8: 327563.0, 0.9: 327903.0}",0
57600,325402,326233,"{0.1: 325412.0, 0.2: 325472.0, 0.3: 325477.0, 0.4: 325493.0, 0.5: 325517.0, 0.6: 325773.0, 0.7: 325816.0, 0.8: 325916.0, 0.9: 325921.0}",0
61200,325322,325773,"{0.1: 325453.0, 0.2: 325470.0, 0.3: 325488.0, 0.4: 325496.0, 0.5: 325542.5, 0.6: 325627.0, 0.7: 325630.0, 0.8: 325660.0, 0.9: 325687.0}",0
64800,324931,327331,"{0.1: 325314.0, 0.2: 325358.0, 0.3: 325379.0, 0.4: 325381.0, 0.5: 325784.0, 0.6: 326449.0, 0.7: 327032.0, 0.8: 327075.0, 0.9: 327166.0}",0
68400,326606,327454,"{0.1: 326660.0, 0.2: 326706.0, 0.3: 326751.0, 0.4: 326869.0, 0.5: 326988.0, 0.6: 327165.0, 0.7: 327166.0, 0.8: 327236.0, 0.9: 327257.0}",0
72000,327437,328146,"{0.1: 327442.0, 0.2: 327447.0, 0.3: 327455.0, 0.4: 327607.0, 0.5: 327688.5, 0.6: 327764.0, 0.7: 327858.0, 0.8: 327994.0, 0.9: 328027.0}",0
75600,327080,327610,"{0.1: 327109.0, 0.2: 327162.0, 0.3: 327181.0, 0.4: 327206.0, 0.5: 327224.5, 0.6: 327272.0, 0.7: 327315.0, 0.8: 327358.0, 0.9: 327473.0}",0
79200,326446,330518,"{0.1: 326733.0, 0.2: 326816.0, 0.3: 326826.0, 0.4: 327120.0, 0.5: 327320.0, 0.6: 329742.0, 0.7: 330144.0, 0.8: 330418.0, 0.9: 330453.0}",0
82800,323896,329930,"{0.1: 323942.0, 0.2: 324089.0, 0.3: 324125.0, 0.4: 324146.0, 0.5: 324694.0, 0.6: 325931.0, 0.7: 327795.0, 0.8: 329618.0, 0.9: 329793.0}",0
86400,323852,324653,"{0.1: 323868.0, 0.2: 323943.0, 0.3: 324039.0, 0.4: 324124.0, 0.5: 324291.0, 0.6: 324495.0, 0.7: 324527.0, 0.8: 324610.0, 0.9: 324625.0}",0
90000,323506,324223,"{0.1: 323527.0, 0.2: 323528.0, 0.3: 323679.0, 0.4: 323706.0, 0.5: 323866.5, 0.6: 323893.0, 0.7: 323895.0, 0.8: 323953.0, 0.9: 324100.0}",0
93600,322726,323743,"{0.1: 322881.0, 0.2: 322928.0, 0.3: 322965.0, 0.4: 322973.0, 0.5: 323190.0, 0.6: 323303.0, 0.7: 323359.0, 0.8: 323447.0, 0.9: 323488.0}",0
97200,321785,322960,"{0.1: 322090.0, 0.2: 322120.0, 0.3: 322253.0, 0.4: 322269.0, 0.5: 322296.5, 0.6: 322387.0, 0.7: 322500.0, 0.8: 322724.0, 0.9: 322823.0}",0
100800,321467,322298,"{0.1: 321532.0, 0.2: 321598.0, 0.3: 321611.0, 0.4: 321671.0, 0.5: 321802.5, 0.6: 321822.0, 0.7: 321830.0, 0.8: 321831.0, 0.9: 321866.0}",0
104400,321043,322749,"{0.1: 321156.0, 0.2: 321324.0, 0.3: 321414.0, 0.4: 321522.0, 0.5: 321569.5, 0.6: 321585.0, 0.7: 322039.0, 0.8: 322562.0, 0.9: 322653.0}",0
108000,322520,323831,"{0.1: 322552.0, 0.2: 322617.0, 0.3: 322659.0, 0.4: 322920.0, 0.5: 322999.5, 0.6: 323298.0, 0.7: 323385.0, 0.8: 323528.0, 0.9: 323750.0}",0
111600,322709,323562,"{0.1: 322751.0, 0.2: 322825.0, 0.3: 322868.0, 0.4: 323008.0, 0.5: 323154.5, 0.6: 323280.0, 0.7: 323288.0, 0.8: 323326.0, 0.9: 323424.0}",0
115200,322519,323669,"{0.1: 322564.0, 0.2: 322779.0, 0.3: 322951.0, 0.4: 323065.0, 0.5: 323122.5, 0.6: 323360.0, 0.7: 323534.0, 0.8: 323653.0, 0.9: 323661.0}",0
118800,323591,324012,"{0.1: 323703.0, 0.2: 323735.0, 0.3: 323780.0, 0.4: 323809.0, 0.5: 323824.5, 0.6: 323838.0, 0.7: 323864.0, 0.8: 323866.0, 0.9: 323971.0}",0
122400,323735,324185,"{0.1: 323819.0, 0.2: 323840.0, 0.3: 323868.0, 0.4: 323905.0, 0.5: 323952.5, 0.6: 324052.0, 0.7: 324070.0, 0.8: 324158.0, 0.9: 324164.0}",0
126000,324228,325724,"{0.1: 324235.0, 0.2: 324243.0, 0.3: 324293.0, 0.4: 324360.0, 0.5: 324700.0, 0.6: 325218.0, 0.7: 325229.0, 0.8: 325483.0, 0.9: 325535.0}",0
129600,325771,327189,"{0.1: 326266.0, 0.2: 326297.0, 0.3: 326307.0, 0.4: 326352.0, 0.5: 326609.5, 0.6: 326959.0, 0.7: 327050.0, 0.8: 327064.0, 0.9: 327070.0}",0
133200,326981,327239,"{0.1: 326992.0, 0.2: 327019.0, 0.3: 327039.0, 0.4: 327046.0, 0.5: 327067.0, 0.6: 327119.0, 0.7: 327121.0, 0.8: 327133.0, 0.9: 327226.0}",0
136800,326958,328503,"{0.1: 326962.0, 0.2: 327002.0, 0.3: 327023.0, 0.4: 327037.0, 0.5: 327246.0, 0.6: 328204.0, 0.7: 328391.0, 0.8: 328424.0, 0.9: 328453.0}",0
140400,327943,329189,"{0.1: 328205.0, 0.2: 328409.0, 0.3: 328516.0, 0.4: 328612.0, 0.5: 328657.0, 0.6: 328714.0, 0.7: 328715.0, 0.8: 328732.0, 0.9: 328773.0}",0
144000,327502,327881,"{0.1: 327542.0, 0.2: 327566.0, 0.3: 327577.0, 0.4: 327582.0, 0.5: 327618.5, 0.6: 327676.0, 0.7: 327765.0, 0.8: 327835.0, 0.9: 327852.0}",0
147600,327611,328207,"{0.1: 327658.0, 0.2: 327678.0, 0.3: 327707.0, 0.4: 327839.0, 0.5: 327910.5, 0.6: 328009.0, 0.7: 328053.0, 0.8: 328075.0, 0.9: 328094.0}",0
151200,327851,328810,"{0.1: 327865.0, 0.2: 327874.0, 0.3: 327970.0, 0.4: 328072.0, 0.5: 328253.0, 0.6: 328677.0, 0.7: 328746.0, 0.8: 328770.0, 0.9: 328803.0}",0
154800,327572,328232,"{0.1: 327714.0, 0.2: 327830.0, 0.3: 327846.0, 0.4: 327881.0, 0.5: 327956.0, 0.6: 328000.0, 0.7: 328012.0, 0.8: 328024.0, 0.9: 328147.0}",0
158400,327847,328529,"{0.1: 327862.0, 0.2: 327974.0, 0.3: 328000.0, 0.4: 328063.0, 0.5: 328181.5, 0.6: 328323.0, 0.7: 328381.0, 0.8: 328390.0, 0.9: 328500.0}",0
162000,327324,328711,"{0.1: 327398.0, 0.2: 327502.0, 0.3: 327530.0, 0.4: 327535.0, 0.5: 327606.5, 0.6: 327617.0, 0.7: 327876.0, 0.8: 328171.0, 0.9: 328299.0}",0
165600,325731,327333,"{0.1: 325935.0, 0.2: 326112.0, 0.3: 326215.0, 0.4: 326292.0, 0.5: 326354.5, 0.6: 326504.0, 0.7: 326675.0, 0.8: 326826.0, 0.9: 326841.0}",0
169200,324523,326150,"{0.1: 324525.0, 0.2: 324850.0, 0.3: 325041.0, 0.4: 325153.0, 0.5: 325619.0, 0.6: 325885.0, 0.7: 325889.0, 0.8: 326022.0, 0.9: 326048.0}",0
