,minimum,maximum,percentiles,delays
0,323261,324526,"{0.1: 323314.0, 0.2: 323317.0, 0.3: 323321.0, 0.4: 323326.0, 0.5: 323422.5, 0.6: 324001.0, 0.7: 324092.0, 0.8: 324312.0, 0.9: 324512.0}",632
3600,322829,323503,"{0.1: 322883.0, 0.2: 322885.0, 0.3: 322910.0, 0.4: 323024.0, 0.5: 323174.0, 0.6: 323322.0, 0.7: 323459.0, 0.8: 323487.0, 0.9: 323502.0}",1179
7200,322521,323637,"{0.1: 322667.0, 0.2: 322966.0, 0.3: 322974.0, 0.4: 323074.0, 0.5: 323337.0, 0.6: 323373.0, 0.7: 323430.0, 0.8: 323464.0, 0.9: 323525.0}",1234
10800,322559,323558,"{0.1: 322581.0, 0.2: 322596.0, 0.3: 322683.0, 0.4: 322688.0, 0.5: 322789.5, 0.6: 322909.0, 0.7: 323165.0, 0.8: 323427.0, 0.9: 323494.0}",790
14400,321854,322390,"{0.1: 321897.0, 0.2: 321907.0, 0.3: 321965.0, 0.4: 321992.0, 0.5: 322097.0, 0.6: 322159.0, 0.7: 322186.0, 0.8: 322191.0, 0.9: 322274.0}",1229
18000,322003,322869,"{0.1: 322089.0, 0.2: 322168.0, 0.3: 322192.0, 0.4: 322212.0, 0.5: 322308.5, 0.6: 322323.0, 0.7: 322401.0, 0.8: 322577.0, 0.9: 322847.0}",1876
