,minimum,maximum,percentiles,delays
0,323400,324526,"{0.1: 323400.0, 0.2: 323455.0, 0.3: 323465.0, 0.4: 323466.0, 0.5: 323529.0, 0.6: 324169.0, 0.7: 324241.0, 0.8: 324312.0, 0.9: 324512.0}",0
3600,322952,323696,"{0.1: 322985.0, 0.2: 322988.0, 0.3: 323026.0, 0.4: 323060.0, 0.5: 323180.5, 0.6: 323410.0, 0.7: 323459.0, 0.8: 323568.0, 0.9: 323656.0}",415
7200,322619,323782,"{0.1: 323051.0, 0.2: 323087.0, 0.3: 323120.0, 0.4: 323376.0, 0.5: 323508.5, 0.6: 323518.0, 0.7: 323564.0, 0.8: 323595.0, 0.9: 323662.0}",9
10800,322518,323576,"{0.1: 322640.0, 0.2: 322657.0, 0.3: 322661.0, 0.4: 322768.0, 0.5: 322827.5, 0.6: 322980.0, 0.7: 323039.0, 0.8: 323384.0, 0.9: 323537.0}",0
14400,321920,322314,"{0.1: 321936.0, 0.2: 321948.0, 0.3: 321977.0, 0.4: 322023.0, 0.5: 322056.0, 0.6: 322089.0, 0.7: 322167.0, 0.8: 322210.0, 0.9: 322223.0}",342
18000,322129,322921,"{0.1: 322278.0, 0.2: 322313.0, 0.3: 322403.0, 0.4: 322435.0, 0.5: 322586.5, 0.6: 322660.0, 0.7: 322669.0, 0.8: 322799.0, 0.9: 322913.0}",218
