,minimum,maximum,percentiles,delays,mean
64800,324948,327333,"{0.1: 325147.0, 0.2: 325340.0, 0.3: 325385.0, 0.4: 325402.0, 0.5: 325800.5, 0.6: 326453.0, 0.7: 327043.0, 0.8: 327079.0, 0.9: 327189.0}",115,326076.6666666667
68400,326609,327462,"{0.1: 326694.0, 0.2: 326740.0, 0.3: 326771.0, 0.4: 326877.0, 0.5: 326987.0, 0.6: 327093.0, 0.7: 327174.0, 0.8: 327184.0, 0.9: 327240.0}",107,326984.8333333333
72000,327018,328156,"{0.1: 327474.0, 0.2: 327500.0, 0.3: 327521.0, 0.4: 327632.0, 0.5: 327720.5, 0.6: 327770.0, 0.7: 327860.0, 0.8: 327999.0, 0.9: 328071.0}",185,327703.5
75600,327084,327480,"{0.1: 327115.0, 0.2: 327184.0, 0.3: 327188.0, 0.4: 327217.0, 0.5: 327234.0, 0.6: 327281.0, 0.7: 327325.0, 0.8: 327377.0, 0.9: 327478.0}",68,327266.4166666667
79200,326544,330529,"{0.1: 326746.0, 0.2: 326838.0, 0.3: 326855.0, 0.4: 326864.0, 0.5: 327325.0, 0.6: 329764.0, 0.7: 330153.0, 0.8: 330427.0, 0.9: 330469.0}",103,328319.9166666667
82800,323903,329844,"{0.1: 323959.0, 0.2: 324103.0, 0.3: 324138.0, 0.4: 324160.0, 0.5: 324696.5, 0.6: 325944.0, 0.7: 327843.0, 0.8: 329657.0, 0.9: 329814.0}",36,326063.1666666667
86400,323655,324699,"{0.1: 323906.0, 0.2: 323980.0, 0.3: 324056.0, 0.4: 324174.0, 0.5: 324298.5, 0.6: 324501.0, 0.7: 324544.0, 0.8: 324643.0, 0.9: 324650.0}",74,324283.75
90000,323529,324126,"{0.1: 323538.0, 0.2: 323540.0, 0.3: 323706.0, 0.4: 323719.0, 0.5: 323875.5, 0.6: 323905.0, 0.7: 323924.0, 0.8: 323961.0, 0.9: 324125.0}",38,323818.6666666667
93600,322766,323745,"{0.1: 322906.0, 0.2: 322961.0, 0.3: 322988.0, 0.4: 323024.0, 0.5: 323128.5, 0.6: 323318.0, 0.7: 323378.0, 0.8: 323462.0, 0.9: 323500.0}",73,323192.0833333333
97200,321838,322871,"{0.1: 322109.0, 0.2: 322141.0, 0.3: 322275.0, 0.4: 322278.0, 0.5: 322333.0, 0.6: 322397.0, 0.7: 322511.0, 0.8: 322747.0, 0.9: 322754.0}",71,322382.25
100800,321518,321895,"{0.1: 321555.0, 0.2: 321623.0, 0.3: 321651.0, 0.4: 321694.0, 0.5: 321820.5, 0.6: 321838.0, 0.7: 321845.0, 0.8: 321880.0, 0.9: 321889.0}",113,321752.4166666667
104400,321062,322752,"{0.1: 321209.0, 0.2: 321265.0, 0.3: 321429.0, 0.4: 321461.0, 0.5: 321558.5, 0.6: 321586.0, 0.7: 322039.0, 0.8: 322566.0, 0.9: 322683.0}",120,321764.0833333333
108000,322150,323879,"{0.1: 322567.0, 0.2: 322680.0, 0.3: 322685.0, 0.4: 322978.0, 0.5: 323018.0, 0.6: 323300.0, 0.7: 323386.0, 0.8: 323595.0, 0.9: 323761.0}",133,323084.75
111600,322709,323575,"{0.1: 322763.0, 0.2: 322827.0, 0.3: 322879.0, 0.4: 323028.0, 0.5: 323105.5, 0.6: 323263.0, 0.7: 323302.0, 0.8: 323304.0, 0.9: 323434.0}",105,323107.9166666667
115200,322553,323674,"{0.1: 322610.0, 0.2: 322725.0, 0.3: 322824.0, 0.4: 323129.0, 0.5: 323130.0, 0.6: 323390.0, 0.7: 323558.0, 0.8: 323661.0, 0.9: 323671.0}",117,323171.25
118800,323472,324016,"{0.1: 323608.0, 0.2: 323709.0, 0.3: 323819.0, 0.4: 323823.0, 0.5: 323836.0, 0.6: 323843.0, 0.7: 323872.0, 0.8: 323886.0, 0.9: 323979.0}",121,323808.25
122400,323772,324201,"{0.1: 323822.0, 0.2: 323834.0, 0.3: 323871.0, 0.4: 323873.0, 0.5: 323935.0, 0.6: 324020.0, 0.7: 324072.0, 0.8: 324163.0, 0.9: 324165.0}",147,323971.9166666667
126000,324029,325733,"{0.1: 324242.0, 0.2: 324289.0, 0.3: 324308.0, 0.4: 324364.0, 0.5: 324718.0, 0.6: 325219.0, 0.7: 325238.0, 0.8: 325483.0, 0.9: 325539.0}",127,324823.3333333333
129600,325572,327195,"{0.1: 326298.0, 0.2: 326309.0, 0.3: 326357.0, 0.4: 326361.0, 0.5: 326635.0, 0.6: 326968.0, 0.7: 327050.0, 0.8: 327072.0, 0.9: 327079.0}",116,326627.5833333333
133200,326647,327226,"{0.1: 326981.0, 0.2: 327000.0, 0.3: 327033.0, 0.4: 327062.0, 0.5: 327075.0, 0.6: 327100.0, 0.7: 327123.0, 0.8: 327146.0, 0.9: 327148.0}",152,327051.3333333333
136800,326733,328518,"{0.1: 326983.0, 0.2: 327037.0, 0.3: 327060.0, 0.4: 327103.0, 0.5: 327296.5, 0.6: 328294.0, 0.7: 328451.0, 0.8: 328455.0, 0.9: 328515.0}",137,327645.1666666667
140400,327975,329231,"{0.1: 328150.0, 0.2: 328233.0, 0.3: 328464.0, 0.4: 328532.0, 0.5: 328641.5, 0.6: 328718.0, 0.7: 328776.0, 0.8: 328792.0, 0.9: 328801.0}",191,328579.5833333333
144000,327524,327891,"{0.1: 327540.0, 0.2: 327569.0, 0.3: 327583.0, 0.4: 327589.0, 0.5: 327600.0, 0.6: 327661.0, 0.7: 327768.0, 0.8: 327851.0, 0.9: 327869.0}",105,327670.4166666667
147600,327615,328226,"{0.1: 327643.0, 0.2: 327686.0, 0.3: 327710.0, 0.4: 327728.0, 0.5: 327926.5, 0.6: 328033.0, 0.7: 328064.0, 0.8: 328075.0, 0.9: 328111.0}",136,327895.3333333333
151200,327732,328825,"{0.1: 327885.0, 0.2: 327894.0, 0.3: 327910.0, 0.4: 328093.0, 0.5: 328278.5, 0.6: 328698.0, 0.7: 328752.0, 0.8: 328784.0, 0.9: 328806.0}",110,328328.0
154800,327577,328175,"{0.1: 327733.0, 0.2: 327833.0, 0.3: 327851.0, 0.4: 327888.0, 0.5: 327970.5, 0.6: 328022.0, 0.7: 328028.0, 0.8: 328029.0, 0.9: 328039.0}",104,327926.3333333333
158400,327646,328542,"{0.1: 327913.0, 0.2: 327991.0, 0.3: 328015.0, 0.4: 328070.0, 0.5: 328188.0, 0.6: 328327.0, 0.7: 328389.0, 0.8: 328411.0, 0.9: 328503.0}",91,328181.9166666667
162000,327339,328403,"{0.1: 327433.0, 0.2: 327527.0, 0.3: 327536.0, 0.4: 327548.0, 0.5: 327617.5, 0.6: 327640.0, 0.7: 327904.0, 0.8: 328194.0, 0.9: 328212.0}",139,327747.5833333333
165600,325733,327057,"{0.1: 325951.0, 0.2: 326124.0, 0.3: 326236.0, 0.4: 326307.0, 0.5: 326371.0, 0.6: 326530.0, 0.7: 326692.0, 0.8: 326833.0, 0.9: 326914.0}",151,326426.5833333333
169200,324532,326186,"{0.1: 324532.0, 0.2: 324859.0, 0.3: 325044.0, 0.4: 325163.0, 0.5: 325422.5, 0.6: 325881.0, 0.7: 325922.0, 0.8: 326067.0, 0.9: 326097.0}",107,325427.3333333333
