,minimum,maximum,percentiles,delays
0,323400,324526,"{0.1: 323400.0, 0.2: 323455.0, 0.3: 323465.0, 0.4: 323466.0, 0.5: 323529.0, 0.6: 324169.0, 0.7: 324241.0, 0.8: 324312.0, 0.9: 324512.0}",0
3600,322964,323619,"{0.1: 322997.0, 0.2: 323000.0, 0.3: 323064.0, 0.4: 323205.0, 0.5: 323338.5, 0.6: 323492.0, 0.7: 323577.0, 0.8: 323583.0, 0.9: 323584.0}",67
7200,322634,323766,"{0.1: 323053.0, 0.2: 323069.0, 0.3: 323137.0, 0.4: 323234.0, 0.5: 323446.0, 0.6: 323549.0, 0.7: 323570.0, 0.8: 323593.0, 0.9: 323724.0}",67
10800,322514,323551,"{0.1: 322641.0, 0.2: 322658.0, 0.3: 322662.0, 0.4: 322768.0, 0.5: 322851.5, 0.6: 322959.0, 0.7: 323080.0, 0.8: 323315.0, 0.9: 323331.0}",69
14400,321930,322311,"{0.1: 321938.0, 0.2: 321972.0, 0.3: 322039.0, 0.4: 322098.0, 0.5: 322126.5, 0.6: 322195.0, 0.7: 322205.0, 0.8: 322244.0, 0.9: 322252.0}",50
18000,321933,322944,"{0.1: 322252.0, 0.2: 322325.0, 0.3: 322356.0, 0.4: 322401.0, 0.5: 322527.5, 0.6: 322625.0, 0.7: 322893.0, 0.8: 322926.0, 0.9: 322928.0}",74
