,minimum,maximum,percentiles,delays
0,323295,324526,"{0.1: 323298.0, 0.2: 323410.0, 0.3: 323473.0, 0.4: 323489.0, 0.5: 323540.5, 0.6: 324092.0, 0.7: 324173.0, 0.8: 324312.0, 0.9: 324512.0}",195
3600,322770,323685,"{0.1: 322832.0, 0.2: 322999.0, 0.3: 323019.0, 0.4: 323068.0, 0.5: 323258.5, 0.6: 323429.0, 0.7: 323535.0, 0.8: 323599.0, 0.9: 323605.0}",486
7200,322554,323807,"{0.1: 322901.0, 0.2: 323079.0, 0.3: 323142.0, 0.4: 323152.0, 0.5: 323233.0, 0.6: 323422.0, 0.7: 323703.0, 0.8: 323728.0, 0.9: 323737.0}",477
10800,322535,323640,"{0.1: 322554.0, 0.2: 322639.0, 0.3: 322696.0, 0.4: 322697.0, 0.5: 322887.5, 0.6: 323024.0, 0.7: 323047.0, 0.8: 323417.0, 0.9: 323429.0}",223
14400,321752,322402,"{0.1: 321845.0, 0.2: 321933.0, 0.3: 321991.0, 0.4: 322034.0, 0.5: 322151.0, 0.6: 322226.0, 0.7: 322232.0, 0.8: 322272.0, 0.9: 322375.0}",407
18000,321959,323043,"{0.1: 322011.0, 0.2: 322096.0, 0.3: 322293.0, 0.4: 322342.0, 0.5: 322506.0, 0.6: 322658.0, 0.7: 322681.0, 0.8: 322993.0, 0.9: 323032.0}",566
