,minimum,maximum,percentiles,delays
0,323288,324526,"{0.1: 323402.0, 0.2: 323435.0, 0.3: 323471.0, 0.4: 323481.0, 0.5: 323533.5, 0.6: 324169.0, 0.7: 324241.0, 0.8: 324312.0, 0.9: 324512.0}",69
3600,322754,323667,"{0.1: 322966.0, 0.2: 322997.0, 0.3: 323000.0, 0.4: 323068.0, 0.5: 323251.0, 0.6: 323525.0, 0.7: 323592.0, 0.8: 323600.0, 0.9: 323649.0}",355
7200,322642,323782,"{0.1: 322889.0, 0.2: 323069.0, 0.3: 323111.0, 0.4: 323137.0, 0.5: 323324.0, 0.6: 323620.0, 0.7: 323631.0, 0.8: 323647.0, 0.9: 323728.0}",357
10800,322532,323600,"{0.1: 322593.0, 0.2: 322646.0, 0.3: 322673.0, 0.4: 322682.0, 0.5: 322867.0, 0.6: 323011.0, 0.7: 323107.0, 0.8: 323379.0, 0.9: 323401.0}",157
14400,321708,322373,"{0.1: 321930.0, 0.2: 321985.0, 0.3: 322051.0, 0.4: 322105.0, 0.5: 322166.0, 0.6: 322216.0, 0.7: 322246.0, 0.8: 322255.0, 0.9: 322286.0}",221
18000,321937,323024,"{0.1: 322078.0, 0.2: 322281.0, 0.3: 322333.0, 0.4: 322360.0, 0.5: 322428.0, 0.6: 322652.0, 0.7: 322932.0, 0.8: 322986.0, 0.9: 323000.0}",347
