time,cores,delays
0,324526,0
100,324526,0
200,324526,0
300,324512,0
400,324512,0
500,324512,0
600,324312,0
700,324312,0
800,324312,0
900,324092,58
1000,324092,0
1100,324092,0
1200,324173,0
1300,324173,0
1400,324173,0
1500,323584,0
1600,323584,0
1700,323584,0
1800,323298,69
1900,323298,0
2000,323298,0
2100,323489,0
2200,323489,0
2300,323489,0
2400,323497,0
2500,323497,0
2600,323497,0
2700,323295,68
2800,323295,0
2900,323295,0
3000,323473,0
3100,323473,0
3200,323473,0
3300,323410,0
3400,323410,0
3500,323410,0
3600,323300,67
3700,323300,0
3800,323300,0
3900,323217,0
4000,323217,0
4100,323217,0
4200,323068,0
4300,323068,0
4400,323068,0
4500,322832,58
4600,322832,0
4700,322832,0
4800,323019,0
4900,323019,0
5000,323019,0
5100,322999,0
5200,322999,0
5300,322999,0
5400,322770,288
5500,322770,0
5600,322770,0
5700,323605,0
5800,323605,0
5900,323605,0
6000,323599,0
6100,323599,0
6200,323599,0
6300,323429,73
6400,323429,0
6500,323429,0
6600,323685,0
6700,323685,0
6800,323685,0
6900,323535,0
7000,323535,0
7100,323535,0
7200,323240,67
7300,323240,0
7400,323240,0
7500,323422,0
7600,323422,0
7700,323422,0
7800,323142,0
7900,323142,0
8000,323142,0
8100,322554,34
8200,322554,0
8300,322554,0
8400,323079,0
8500,323079,0
8600,323079,0
8700,323152,0
8800,323152,0
8900,323152,0
9000,322901,290
9100,322901,0
9200,322901,0
9300,323807,0
9400,323807,0
9500,323807,0
9600,323703,0
9700,323703,0
9800,323703,0
9900,323226,86
10000,323226,0
10100,323226,0
10200,323728,0
10300,323728,0
10400,323728,0
10500,323737,0
10600,323737,0
10700,323737,0
10800,323429,69
10900,323429,0
11000,323429,0
11100,323640,0
11200,323640,0
11300,323640,0
11400,323417,0
11500,323417,0
11600,323417,0
11700,323047,37
11800,323047,0
11900,323047,0
12000,323024,0
12100,323024,0
12200,323024,0
12300,322911,0
12400,322911,0
12500,322911,0
12600,322639,88
12700,322639,0
12800,322639,0
12900,322864,0
13000,322864,0
13100,322864,0
13200,322696,0
13300,322696,0
13400,322696,0
13500,322554,29
13600,322554,0
13700,322554,0
13800,322697,0
13900,322697,0
14000,322697,0
14100,322535,0
14200,322535,0
14300,322535,0
14400,322272,50
14500,322272,0
14600,322272,0
14700,322232,0
14800,322232,0
14900,322232,0
15000,322119,0
15100,322119,0
15200,322119,0
15300,321845,68
15400,321845,0
15500,321845,0
15600,322034,0
15700,322034,0
15800,322034,0
15900,321933,0
16000,321933,0
16100,321933,0
16200,321752,171
16300,321752,0
16400,321752,0
16500,322183,0
16600,322183,0
16700,322183,0
16800,322375,0
16900,322375,0
17000,322375,0
17100,321991,118
17200,321991,0
17300,321991,0
17400,322402,0
17500,322402,0
17600,322402,0
17700,322226,0
17800,322226,0
17900,322226,0
18000,321959,74
18100,321959,0
18200,321959,0
18300,322342,0
18400,322342,0
18500,322342,0
18600,322293,0
18700,322293,0
18800,322293,0
18900,322011,103
19000,322011,0
19100,322011,0
19200,322405,0
19300,322405,0
19400,322405,0
19500,322993,0
19600,322993,0
19700,322993,0
19800,322096,273
19900,322096,0
20000,322096,0
20100,322658,0
20200,322658,0
20300,322658,0
20400,323032,0
20500,323032,0
20600,323032,0
20700,322681,116
20800,322681,0
20900,322681,0
21000,322607,0
21100,322607,0
21200,322607,0
21300,323043,0
21400,323043,0
21500,323043,0
21600,322691,166
21700,322691,0
21800,322691,0
21900,323205,0
22000,323205,0
22100,323205,0
22200,323382,0
22300,323382,0
22400,323382,0
22500,323053,122
22600,323053,0
22700,323053,0
22800,324232,0
22900,324232,0
23000,324232,0
23100,323792,0
23200,323792,0
23300,323792,0
23400,323646,423
23500,323646,0
23600,323646,0
23700,325258,0
23800,325258,0
23900,325258,0
24000,325112,0
24100,325112,0
24200,325112,0
24300,324191,108
24400,324191,0
24500,324191,0
24600,324861,0
24700,324861,0
24800,324861,0
24900,324775,0
25000,324775,0
25100,324775,0
25200,324527,85
25300,324527,0
25400,324527,0
25500,324757,0
25600,324757,0
25700,324757,0
25800,325098,0
25900,325098,0
26000,325098,0
26100,324651,124
26200,324651,0
26300,324651,0
26400,324938,0
26500,324938,0
26600,324938,0
26700,324963,0
26800,324963,0
26900,324963,0
27000,324191,91
27100,324191,0
27200,324191,0
27300,324250,0
27400,324250,0
27500,324250,0
27600,324285,0
27700,324285,0
27800,324285,0
27900,324129,100
28000,324129,0
28100,324129,0
28200,324447,0
28300,324447,0
28400,324447,0
28500,324218,0
28600,324218,0
28700,324218,0
28800,323992,89
28900,323992,0
29000,323992,0
29100,324226,0
29200,324226,0
29300,324226,0
29400,324219,0
29500,324219,0
29600,324219,0
29700,323745,98
29800,323745,0
29900,323745,0
30000,322976,0
30100,322976,0
30200,322976,0
30300,322741,0
30400,322741,0
30500,322741,0
30600,322505,145
30700,322505,0
30800,322505,0
30900,322645,0
31000,322645,0
31100,322645,0
31200,322473,0
31300,322473,0
31400,322473,0
31500,322046,97
31600,322046,0
31700,322046,0
31800,322099,0
31900,322099,0
32000,322099,0
32100,322029,0
32200,322029,0
32300,322029,0
32400,321484,156
32500,321484,0
32600,321484,0
32700,321639,0
32800,321639,0
32900,321639,0
33000,321635,0
33100,321635,0
33200,321635,0
33300,321234,145
33400,321234,0
33500,321234,0
33600,321671,0
33700,321671,0
33800,321671,0
33900,321728,0
34000,321728,0
34100,321728,0
34200,321451,312
34300,321451,0
34400,321451,0
34500,322364,0
34600,322364,0
34700,322364,0
34800,322497,0
34900,322497,0
35000,322497,0
35100,322196,259
35200,322196,0
35300,322196,0
35400,323171,0
35500,323171,0
35600,323171,0
35700,323027,0
35800,323027,0
35900,323027,0
36000,322719,188
36100,322719,0
36200,322719,0
36300,323510,0
36400,323510,0
36500,323510,0
36600,323543,0
36700,323543,0
36800,323543,0
36900,323133,136
37000,323133,0
37100,323133,0
37200,323660,0
37300,323660,0
37400,323660,0
37500,323594,0
37600,323594,0
37700,323594,0
37800,323062,134
37900,323062,0
38000,323062,0
38100,323211,0
38200,323211,0
38300,323211,0
38400,323007,0
38500,323007,0
38600,323007,0
38700,322595,164
38800,322595,0
38900,322595,0
39000,323330,0
39100,323330,0
39200,323330,0
39300,323429,0
39400,323429,0
39500,323429,0
39600,323210,110
39700,323210,0
39800,323210,0
39900,323452,0
40000,323452,0
40100,323452,0
40200,323593,0
40300,323593,0
40400,323593,0
40500,323394,144
40600,323394,0
40700,323394,0
40800,323531,0
40900,323531,0
41000,323531,0
41100,323367,0
41200,323367,0
41300,323367,0
41400,322962,300
41500,322962,0
41600,322962,0
41700,323691,0
41800,323691,0
41900,323691,0
42000,323734,0
42100,323734,0
42200,323734,0
42300,323557,138
42400,323557,0
42500,323557,0
42600,323797,0
42700,323797,0
42800,323797,0
42900,323763,0
43000,323763,0
43100,323763,0
43200,323547,135
43300,323547,0
43400,323547,0
43500,324216,0
43600,324216,0
43700,324216,0
43800,324171,0
43900,324171,0
44000,324171,0
44100,323994,123
44200,323994,0
44300,323994,0
44400,324416,0
44500,324416,0
44600,324416,0
44700,324390,0
44800,324390,0
44900,324390,0
45000,324197,233
45100,324197,0
45200,324197,0
45300,325101,0
45400,325101,0
45500,325101,0
45600,325097,0
45700,325097,0
45800,325097,0
45900,324805,91
46000,324805,0
46100,324805,0
46200,324670,0
46300,324670,0
46400,324670,0
46500,324450,0
46600,324450,0
46700,324450,0
46800,324089,97
46900,324089,0
47000,324089,0
47100,324238,0
47200,324238,0
47300,324238,0
47400,324158,0
47500,324158,0
47600,324158,0
47700,323844,125
47800,323844,0
47900,323844,0
48000,323877,0
48100,323877,0
48200,323877,0
48300,323890,0
48400,323890,0
48500,323890,0
48600,323731,152
48700,323731,0
48800,323731,0
48900,324030,0
49000,324030,0
49100,324030,0
49200,324098,0
49300,324098,0
49400,324098,0
49500,323864,92
49600,323864,0
49700,323864,0
49800,324075,0
49900,324075,0
50000,324075,0
50100,323923,0
50200,323923,0
50300,323923,0
50400,323653,92
50500,323653,0
50600,323653,0
50700,323894,0
50800,323894,0
50900,323894,0
51000,323886,0
51100,323886,0
51200,323886,0
51300,323685,125
51400,323685,0
51500,323685,0
51600,324042,0
51700,324042,0
51800,324042,0
51900,324051,0
52000,324051,0
52100,324051,0
52200,323728,147
52300,323728,0
52400,323728,0
52500,324515,0
52600,324515,0
52700,324515,0
52800,324874,0
52900,324874,0
53000,324874,0
53100,324762,158
53200,324762,0
53300,324762,0
53400,326782,0
53500,326782,0
53600,326782,0
53700,326986,0
53800,326986,0
53900,326986,0
54000,326803,92
54100,326803,0
54200,326803,0
54300,327174,0
54400,327174,0
54500,327174,0
54600,327229,0
54700,327229,0
54800,327229,0
54900,326975,96
55000,326975,0
55100,326975,0
55200,326878,0
55300,326878,0
55400,326878,0
55500,327059,0
55600,327059,0
55700,327059,0
55800,326893,288
55900,326893,0
56000,326893,0
56100,327948,0
56200,327948,0
56300,327948,0
56400,328000,0
56500,328000,0
56600,328000,0
56700,327342,129
56800,327342,0
56900,327342,0
57000,327026,0
57100,327026,0
57200,327026,0
57300,326770,0
57400,326770,0
57500,326770,0
57600,326055,146
57700,326055,0
57800,326055,0
57900,325844,0
58000,325844,0
58100,325844,0
58200,325531,0
58300,325531,0
58400,325531,0
58500,325308,110
58600,325308,0
58700,325308,0
58800,325503,0
58900,325503,0
59000,325503,0
59100,325541,0
59200,325541,0
59300,325541,0
59400,325363,117
59500,325363,0
59600,325363,0
59700,325595,0
59800,325595,0
59900,325595,0
60000,325860,0
60100,325860,0
60200,325860,0
60300,325598,130
60400,325598,0
60500,325598,0
60600,326050,0
