time,cores,delays,MA,max
0,324526,0,,324526.0
100,324526,0,,324526.0
200,324526,0,,324526.0
300,324512,0,,324494.95
400,324512,0,,324494.95
500,324512,0,,324494.95
600,324312,0,,324478.45
700,324312,0,,324478.45
800,324312,0,,324478.45
900,324241,0,324429.1,324460.9
1000,324241,0,324400.6,324460.9
1100,324241,0,324372.1,324460.9
1200,324169,0,324336.4,324446.65
1300,324169,0,324302.1,324446.65
1400,324169,0,324267.8,324446.65
1500,323575,0,324174.1,324368.95
1600,323575,0,324100.4,324368.95
1700,323575,0,324026.7,324368.95
1800,323465,0,323942.0,324340.3
1900,323465,0,323864.4,324340.3
2000,323465,0,323786.8,324340.3
2100,323455,0,323708.2,324322.15
2200,323455,0,323636.8,324322.15
2300,323455,0,323565.4,324322.15
2400,323483,0,323496.8,324322.15
2500,323483,0,323487.6,324322.15
2600,323483,0,323478.4,324322.15
2700,323400,0,323460.9,324322.15
2800,323400,0,323454.4,324322.15
2900,323400,0,323447.9,324322.15
3000,323466,0,323448.0,324322.15
3100,323466,0,323449.1,324322.15
3200,323466,0,323450.2,324322.15
3300,323400,0,323444.7,324322.15
3400,323400,0,323436.4,324322.15
3500,323400,0,323428.1,324322.15
3600,323459,0,323425.7,324322.15
3700,323459,0,323431.6,324322.15
3800,323459,0,323437.5,324322.15
3900,323166,0,323414.1,324291.1
4000,323166,0,323384.1,324291.1
4100,323166,0,323354.1,324291.1
4200,323060,0,323313.5,324290.8
4300,323060,0,323279.5,324290.8
4400,323060,0,323245.5,324290.8
4500,322952,0,323200.7,324269.2
4600,322952,0,323150.0,324269.2
4700,322952,0,323099.3,324269.2
4800,322988,0,323052.2,324264.7
4900,322988,0,323034.4,324264.7
5000,322988,0,323016.6,324264.7
5100,322985,0,322998.5,324264.7
5200,322985,0,322991.0,324264.7
5300,322985,0,322983.5,324264.7
5400,323378,0,323015.3,324259.6
5500,323378,0,323057.9,324259.6
5600,323378,0,323100.5,324259.6
5700,323576,0,323162.9,324259.6
5800,323576,0,323221.7,324259.6
5900,323576,0,323280.5,324259.6
6000,323583,0,323340.0,324259.6
6100,323583,0,323399.8,324259.6
6200,323583,0,323459.6,324259.6
6300,323582,0,323519.3,324259.6
6400,323582,0,323539.7,324259.6
6500,323582,0,323560.1,324259.6
6600,323619,0,323584.2,324259.6
6700,323619,0,323588.5,324259.6
6800,323619,0,323592.8,324259.6
6900,323492,0,323584.4,324259.6
7000,323492,0,323575.3,324259.6
7100,323492,0,323566.2,324259.6
7200,323478,0,323555.7,324259.6
7300,323478,0,323545.3,324259.6
7400,323478,0,323534.9,324259.6
7500,323308,0,323507.5,324259.6
7600,323308,0,323476.4,324259.6
7700,323308,0,323445.3,324259.6
7800,323037,0,323387.1,324259.6
7900,323037,0,323341.6,324259.6
8000,323037,0,323296.1,324259.6
8100,322617,0,323208.6,324223.15
8200,322617,0,323122.5,324223.15
8300,322617,0,323036.4,324223.15
8400,323045,0,322993.1,324218.2
8500,323045,0,322966.8,324218.2
8600,323045,0,322940.5,324218.2
8700,323120,0,322921.7,324218.2
8800,323120,0,322930.0,324218.2
8900,323120,0,322938.3,324218.2
9000,323516,0,322986.2,324218.2
9100,323516,0,323076.1,324218.2
9200,323516,0,323166.0,324218.2
9300,323766,0,323280.9,324218.2
9400,323766,0,323353.0,324218.2
9500,323766,0,323425.1,324218.2
9600,323513,0,323471.9,324218.2
9700,323513,0,323511.2,324218.2
9800,323513,0,323550.5,324218.2
9900,323560,0,323594.5,324218.2
