time,cores,delays,MA,max
0,324526,0,,324526.0
100,324526,0,,324526.0
200,324526,0,,324526.0
300,324512,0,,324422.5
400,324512,0,,324422.5
500,324512,0,,324422.5
600,324312,0,,324367.5
700,324312,0,,324367.5
800,324312,0,,324367.5
900,324092,58,324414.2,324309.0
1000,324092,0,324370.8,324309.0
1100,324092,0,324327.4,324309.0
1200,324001,75,324274.9,324263.5
1300,324001,0,324223.8,324263.5
1400,324001,0,324172.7,324263.5
1500,323506,52,324072.1,324016.0
1600,323506,0,323991.5,324016.0
1700,323506,0,323910.9,324016.0
1800,323491,0,323828.8,323920.0
1900,323491,0,323768.7,323920.0
2000,323491,0,323708.6,323920.0
2100,323523,0,323651.7,323880.5
2200,323523,0,323603.9,323880.5
2300,323523,0,323556.1,323880.5
2400,323518,0,323507.8,323880.5
2500,323518,0,323509.0,323880.5
2600,323518,0,323510.2,323880.5
2700,323420,0,323501.6,323880.5
2800,323420,0,323494.5,323880.5
2900,323420,0,323487.4,323880.5
3000,323477,0,323486.0,323880.5
3100,323477,0,323481.4,323880.5
3200,323477,0,323476.8,323880.5
3300,323403,0,323464.8,323880.5
3400,323403,0,323453.3,323880.5
3500,323403,0,323441.8,323880.5
3600,323465,0,323436.5,323880.5
3700,323465,0,323441.0,323880.5
3800,323465,0,323445.5,323880.5
3900,323181,0,323421.6,323750.5
4000,323181,0,323392.0,323750.5
4100,323181,0,323362.4,323750.5
4200,323061,0,323320.8,323742.5
4300,323061,0,323286.6,323742.5
4400,323061,0,323252.4,323742.5
4500,322952,0,323207.3,323670.0
4600,322952,0,323156.0,323670.0
4700,322952,0,323104.7,323670.0
4800,322989,0,323057.1,323655.5
4900,322989,0,323037.9,323655.5
5000,322989,0,323018.7,323655.5
5100,322985,0,322999.1,323655.5
5200,322985,0,322991.5,323655.5
5300,322985,0,322983.9,323655.5
5400,323386,0,323016.4,323642.0
5500,323386,0,323059.8,323642.0
5600,323386,0,323103.2,323642.0
5700,323576,0,323165.6,323642.0
5800,323576,0,323224.3,323642.0
5900,323576,0,323283.0,323642.0
6000,323584,0,323342.5,323642.0
6100,323584,0,323402.4,323642.0
6200,323584,0,323462.3,323642.0
6300,323582,0,323522.0,323642.0
6400,323582,0,323541.6,323642.0
6500,323582,0,323561.2,323642.0
6600,323622,0,323584.8,323642.0
6700,323622,0,323589.4,323642.0
6800,323622,0,323594.0,323642.0
6900,323492,0,323585.6,323642.0
7000,323492,0,323576.4,323642.0
7100,323492,0,323567.2,323642.0
7200,323478,0,323556.6,323642.0
7300,323478,0,323546.2,323642.0
7400,323478,0,323535.8,323642.0
7500,323309,0,323508.5,323642.0
7600,323309,0,323477.2,323642.0
7700,323309,0,323445.9,323642.0
7800,323037,0,323387.4,323642.0
7900,323037,0,323341.9,323642.0
8000,323037,0,323296.4,323642.0
8100,322618,0,323209.0,323517.0
8200,322618,0,323123.0,323517.0
8300,322618,0,323037.0,323517.0
8400,323045,0,322993.7,323500.0
8500,323045,0,322967.3,323500.0
8600,323045,0,322940.9,323500.0
8700,323120,0,322922.0,323500.0
8800,323120,0,322930.3,323500.0
8900,323120,0,322938.6,323500.0
9000,323516,0,322986.5,323500.0
9100,323516,0,323076.3,323500.0
9200,323516,0,323166.1,323500.0
9300,323774,0,323281.7,323500.0
9400,323774,0,323354.6,323500.0
9500,323774,0,323427.5,323500.0
9600,323514,0,323474.4,323500.0
9700,323514,0,323513.8,323500.0
9800,323514,0,323553.2,323500.0
9900,323166,86,323557.8,323500.0
