,minimum,maximum,percentiles,delays,mean
93600,322756,323759,"{0.1: 322895.0, 0.2: 322961.0, 0.3: 322981.0, 0.4: 323165.0, 0.5: 323227.0, 0.6: 323320.0, 0.7: 323385.0, 0.8: 323507.0, 0.9: 323567.0}",0,323229.1666666667
97200,321795,322978,"{0.1: 322101.0, 0.2: 322138.0, 0.3: 322262.0, 0.4: 322274.0, 0.5: 322308.0, 0.6: 322402.0, 0.7: 322509.0, 0.8: 322760.0, 0.9: 322872.0}",0,322392.25
100800,321497,322305,"{0.1: 321553.0, 0.2: 321610.0, 0.3: 321614.0, 0.4: 321710.0, 0.5: 321836.0, 0.6: 321842.0, 0.7: 321857.0, 0.8: 321867.0, 0.9: 321877.0}",0,321783.6666666667
104400,321054,322752,"{0.1: 321161.0, 0.2: 321326.0, 0.3: 321414.0, 0.4: 321524.0, 0.5: 321576.0, 0.6: 321592.0, 0.7: 322040.0, 0.8: 322568.0, 0.9: 322665.0}",0,321770.6666666667
108000,322525,323835,"{0.1: 322562.0, 0.2: 322625.0, 0.3: 322672.0, 0.4: 322924.0, 0.5: 323007.0, 0.6: 323302.0, 0.7: 323385.0, 0.8: 323669.0, 0.9: 323759.0}",0,323106.0
111600,322710,323572,"{0.1: 322756.0, 0.2: 322826.0, 0.3: 322869.0, 0.4: 323058.0, 0.5: 323192.0, 0.6: 323295.0, 0.7: 323306.0, 0.8: 323358.0, 0.9: 323442.0}",0,323131.3333333333
115200,322528,323678,"{0.1: 322590.0, 0.2: 322820.0, 0.3: 322954.0, 0.4: 323086.0, 0.5: 323126.0, 0.6: 323378.0, 0.7: 323543.0, 0.8: 323655.0, 0.9: 323661.0}",0,323178.75
118800,323663,324016,"{0.1: 323751.0, 0.2: 323788.0, 0.3: 323807.0, 0.4: 323812.0, 0.5: 323826.5, 0.6: 323839.0, 0.7: 323864.0, 0.8: 323874.0, 0.9: 323987.0}",0,323837.8333333333
122400,323777,324185,"{0.1: 323851.0, 0.2: 323856.0, 0.3: 323868.0, 0.4: 323927.0, 0.5: 323968.5, 0.6: 324052.0, 0.7: 324079.0, 0.8: 324160.0, 0.9: 324164.0}",0,323988.0
126000,324228,325725,"{0.1: 324243.0, 0.2: 324243.0, 0.3: 324294.0, 0.4: 324361.0, 0.5: 324701.0, 0.6: 325219.0, 0.7: 325230.0, 0.8: 325485.0, 0.9: 325535.0}",0,324830.4166666667
129600,325771,327191,"{0.1: 326268.0, 0.2: 326307.0, 0.3: 326315.0, 0.4: 326358.0, 0.5: 326615.5, 0.6: 326985.0, 0.7: 327050.0, 0.8: 327064.0, 0.9: 327078.0}",0,326634.8333333333
133200,326981,327242,"{0.1: 327021.0, 0.2: 327032.0, 0.3: 327048.0, 0.4: 327049.0, 0.5: 327075.5, 0.6: 327119.0, 0.7: 327122.0, 0.8: 327135.0, 0.9: 327228.0}",0,327094.0
136800,326961,328503,"{0.1: 326974.0, 0.2: 327023.0, 0.3: 327030.0, 0.4: 327037.0, 0.5: 327247.5, 0.6: 328204.0, 0.7: 328392.0, 0.8: 328424.0, 0.9: 328453.0}",0,327624.6666666667
140400,327947,329199,"{0.1: 328285.0, 0.2: 328446.0, 0.3: 328518.0, 0.4: 328629.0, 0.5: 328664.5, 0.6: 328714.0, 0.7: 328723.0, 0.8: 328734.0, 0.9: 328789.0}",0,328609.4166666667
144000,327502,327885,"{0.1: 327542.0, 0.2: 327566.0, 0.3: 327582.0, 0.4: 327585.0, 0.5: 327623.0, 0.6: 327676.0, 0.7: 327773.0, 0.8: 327875.0, 0.9: 327881.0}",0,327676.0833333333
147600,327611,328207,"{0.1: 327658.0, 0.2: 327680.0, 0.3: 327707.0, 0.4: 327857.0, 0.5: 327911.5, 0.6: 328009.0, 0.7: 328053.0, 0.8: 328077.0, 0.9: 328094.0}",0,327898.0
151200,327851,328814,"{0.1: 327866.0, 0.2: 327874.0, 0.3: 327970.0, 0.4: 328072.0, 0.5: 328254.0, 0.6: 328677.0, 0.7: 328758.0, 0.8: 328774.0, 0.9: 328803.0}",0,328330.5833333333
154800,327590,328232,"{0.1: 327714.0, 0.2: 327838.0, 0.3: 327858.0, 0.4: 327889.0, 0.5: 327962.5, 0.6: 328010.0, 0.7: 328015.0, 0.8: 328024.0, 0.9: 328147.0}",0,327936.8333333333
158400,327852,328545,"{0.1: 327862.0, 0.2: 327974.0, 0.3: 328000.0, 0.4: 328064.0, 0.5: 328194.5, 0.6: 328334.0, 0.7: 328384.0, 0.8: 328409.0, 0.9: 328509.0}",0,328193.5
162000,327325,328715,"{0.1: 327403.0, 0.2: 327503.0, 0.3: 327536.0, 0.4: 327546.0, 0.5: 327618.5, 0.6: 327633.0, 0.7: 327886.0, 0.8: 328175.0, 0.9: 328301.0}",0,327771.6666666667
165600,325745,327333,"{0.1: 325935.0, 0.2: 326113.0, 0.3: 326224.0, 0.4: 326293.0, 0.5: 326359.0, 0.6: 326515.0, 0.7: 326683.0, 0.8: 326827.0, 0.9: 326846.0}",0,326436.0
169200,324523,326150,"{0.1: 324533.0, 0.2: 324850.0, 0.3: 325041.0, 0.4: 325153.0, 0.5: 325623.5, 0.6: 325890.0, 0.7: 325901.0, 0.8: 326023.0, 0.9: 326053.0}",0,325447.0
