,minimum,maximum,percentiles,delays
0,323401,324526,"{0.1: 323418.0, 0.2: 323477.0, 0.3: 323485.0, 0.4: 323488.0, 0.5: 323489.5, 0.6: 324092.0, 0.7: 324173.0, 0.8: 324312.0, 0.9: 324512.0}",110
3600,322952,323620,"{0.1: 322985.0, 0.2: 322989.0, 0.3: 323061.0, 0.4: 323171.0, 0.5: 323425.5, 0.6: 323492.0, 0.7: 323576.0, 0.8: 323582.0, 0.9: 323584.0}",0
7200,322617,323774,"{0.1: 323037.0, 0.2: 323045.0, 0.3: 323120.0, 0.4: 323309.0, 0.5: 323495.5, 0.6: 323516.0, 0.7: 323563.0, 0.8: 323593.0, 0.9: 323716.0}",0
10800,322514,323572,"{0.1: 322640.0, 0.2: 322658.0, 0.3: 322661.0, 0.4: 322775.0, 0.5: 322829.5, 0.6: 322952.0, 0.7: 323028.0, 0.8: 323306.0, 0.9: 323529.0}",0
14400,321921,322314,"{0.1: 321928.0, 0.2: 321948.0, 0.3: 322028.0, 0.4: 322091.0, 0.5: 322121.5, 0.6: 322203.0, 0.7: 322244.0, 0.8: 322252.0, 0.9: 322300.0}",0
18000,322071,322934,"{0.1: 322237.0, 0.2: 322292.0, 0.3: 322344.0, 0.4: 322383.0, 0.5: 322524.5, 0.6: 322619.0, 0.7: 322892.0, 0.8: 322926.0, 0.9: 322926.0}",0
