,minimum,maximum,percentiles,delays,mean
93600,322756,323762,"{0.1: 322897.0, 0.2: 322976.0, 0.3: 322989.0, 0.4: 323165.0, 0.5: 323242.5, 0.6: 323330.0, 0.7: 323390.0, 0.8: 323520.0, 0.9: 323578.0}",0,323237.3333333333
97200,321807,322984,"{0.1: 322107.0, 0.2: 322139.0, 0.3: 322265.0, 0.4: 322275.0, 0.5: 322311.5, 0.6: 322403.0, 0.7: 322513.0, 0.8: 322776.0, 0.9: 322876.0}",0,322397.3333333333
100800,321499,322306,"{0.1: 321553.0, 0.2: 321614.0, 0.3: 321618.0, 0.4: 321716.0, 0.5: 321839.0, 0.6: 321849.0, 0.7: 321858.0, 0.8: 321870.0, 0.9: 321879.0}",0,321786.6666666667
104400,321058,322753,"{0.1: 321164.0, 0.2: 321326.0, 0.3: 321414.0, 0.4: 321526.0, 0.5: 321581.0, 0.6: 321596.0, 0.7: 322043.0, 0.8: 322570.0, 0.9: 322665.0}",0,321773.0833333333
108000,322537,323835,"{0.1: 322570.0, 0.2: 322626.0, 0.3: 322673.0, 0.4: 322934.0, 0.5: 323012.5, 0.6: 323312.0, 0.7: 323386.0, 0.8: 323673.0, 0.9: 323760.0}",0,323110.9166666667
111600,322710,323573,"{0.1: 322756.0, 0.2: 322826.0, 0.3: 322869.0, 0.4: 323060.0, 0.5: 323192.0, 0.6: 323295.0, 0.7: 323306.0, 0.8: 323378.0, 0.9: 323442.0}",0,323133.25
115200,322536,323678,"{0.1: 322614.0, 0.2: 322820.0, 0.3: 322954.0, 0.4: 323094.0, 0.5: 323127.5, 0.6: 323378.0, 0.7: 323543.0, 0.8: 323655.0, 0.9: 323661.0}",0,323182.3333333333
118800,323671,324016,"{0.1: 323759.0, 0.2: 323788.0, 0.3: 323812.0, 0.4: 323816.0, 0.5: 323826.5, 0.6: 323847.0, 0.7: 323864.0, 0.8: 323882.0, 0.9: 323987.0}",0,323841.25
122400,323785,324185,"{0.1: 323852.0, 0.2: 323864.0, 0.3: 323868.0, 0.4: 323927.0, 0.5: 323969.0, 0.6: 324052.0, 0.7: 324079.0, 0.8: 324160.0, 0.9: 324164.0}",0,323989.5
126000,324228,325725,"{0.1: 324244.0, 0.2: 324251.0, 0.3: 324294.0, 0.4: 324361.0, 0.5: 324703.0, 0.6: 325219.0, 0.7: 325230.0, 0.8: 325485.0, 0.9: 325535.0}",0,324831.5
129600,325771,327191,"{0.1: 326268.0, 0.2: 326307.0, 0.3: 326315.0, 0.4: 326359.0, 0.5: 326615.5, 0.6: 326993.0, 0.7: 327050.0, 0.8: 327064.0, 0.9: 327078.0}",0,326635.5833333333
133200,326981,327250,"{0.1: 327021.0, 0.2: 327032.0, 0.3: 327048.0, 0.4: 327049.0, 0.5: 327075.5, 0.6: 327119.0, 0.7: 327122.0, 0.8: 327137.0, 0.9: 327236.0}",0,327095.5
136800,326962,328503,"{0.1: 326982.0, 0.2: 327024.0, 0.3: 327036.0, 0.4: 327037.0, 0.5: 327247.5, 0.6: 328204.0, 0.7: 328392.0, 0.8: 328425.0, 0.9: 328454.0}",0,327626.1666666667
140400,328058,328723,"{0.1: 328160.0, 0.2: 328200.0, 0.3: 328338.0, 0.4: 328383.0, 0.5: 328414.5, 0.6: 328518.0, 0.7: 328559.0, 0.8: 328667.0, 0.9: 328680.0}",1330,328426.25
144000,327580,327927,"{0.1: 327592.0, 0.2: 327599.0, 0.3: 327604.0, 0.4: 327700.0, 0.5: 327767.5, 0.6: 327827.0, 0.7: 327858.0, 0.8: 327883.0, 0.9: 327897.0}",0,327750.1666666667
147600,327625,328240,"{0.1: 327679.0, 0.2: 327719.0, 0.3: 327729.0, 0.4: 327862.0, 0.5: 327941.5, 0.6: 328026.0, 0.7: 328071.0, 0.8: 328092.0, 0.9: 328118.0}",0,327920.3333333333
151200,327859,328769,"{0.1: 327867.0, 0.2: 327882.0, 0.3: 327975.0, 0.4: 328088.0, 0.5: 328298.5, 0.6: 328539.0, 0.7: 328549.0, 0.8: 328574.0, 0.9: 328687.0}",366,328282.1666666667
154800,327637,328264,"{0.1: 327724.0, 0.2: 327846.0, 0.3: 327883.0, 0.4: 327895.0, 0.5: 328013.0, 0.6: 328046.0, 0.7: 328057.0, 0.8: 328066.0, 0.9: 328093.0}",104,327961.4166666667
158400,327876,328568,"{0.1: 327881.0, 0.2: 327982.0, 0.3: 328029.0, 0.4: 328078.0, 0.5: 328200.5, 0.6: 328343.0, 0.7: 328393.0, 0.8: 328428.0, 0.9: 328517.0}",0,328208.0
162000,327375,328726,"{0.1: 327455.0, 0.2: 327527.0, 0.3: 327544.0, 0.4: 327547.0, 0.5: 327621.5, 0.6: 327643.0, 0.7: 327911.0, 0.8: 328029.0, 0.9: 328249.0}",110,327770.75
165600,325750,327340,"{0.1: 325943.0, 0.2: 326135.0, 0.3: 326237.0, 0.4: 326311.0, 0.5: 326361.5, 0.6: 326518.0, 0.7: 326683.0, 0.8: 326846.0, 0.9: 326849.0}",0,326444.5833333333
169200,324525,326177,"{0.1: 324543.0, 0.2: 324862.0, 0.3: 325048.0, 0.4: 325161.0, 0.5: 325632.0, 0.6: 325894.0, 0.7: 325926.0, 0.8: 326039.0, 0.9: 326060.0}",0,325458.25
